,REPORT_NUMBER,NAME,DATE_OF_INCIDENT,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,TOTAL_BBLS_RELEASED,FATALITY_IND,INJURY_IND,SHUTDOWN_DUE_ACCIDENT_IND,IGNITE_IND,EXPLODE_IND,ON_OFF_SHORE,INCIDENT_AREA_TYPE,DEPTH_OF_COVER,ITEM_INVOLVED,PIPE_DIAMETER,INSTALLATION_YEAR,RELEASE_TYPE,TOTAL_EST_COST,ACCIDENT_PRESSURE,SCADA_DETECTION_IND,CPM_DETECTION_IND,WATER_CONTAM_IND,CAUSE,CAUSE_DETAILS,YEAR_OF_INCIDENT,AGE_OF_FACILITY
66,20210280,"PLAINS PIPELINE, L.P.",8/28/2021,27.822595,-97.516813,CRUDE OIL,10,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,PIPE,12,2012,LEAK,12250,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,OTHER INCIDENT CAUSE,UNKNOWN,2021,9
67,20210270,ENTERPRISE CRUDE PIPELINE LLC,8/27/2021,29.34622,-94.93659,CRUDE OIL,1,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,TANK/VESSEL,,,LEAK,35070,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,CORROSION FAILURE,EXTERNAL CORROSION,2021,
68,20210269,ENTERPRISE CRUDE PIPELINE LLC,8/26/2021,29.7653,-95.1445,CRUDE OIL,13,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,36,PIPE,36,2016,LEAK,268892,PRESSURE DID NOT EXCEED MOP,NO,,NO,CORROSION FAILURE,INTERNAL CORROSION,2021,5
69,20210256,"BUCKEYE PARTNERS, LP",8/26/2021,40.22723,-77.048106,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,9,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,SCRAPER/PIG TRAP,,1958,LEAK,4075,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,2021,63
70,20210267,"MAGELLAN PIPELINE COMPANY, LP",8/24/2021,43.131465,-96.394205,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.48,NO,NO,NO,NO,NO,ONSHORE,UNDERGROUND,18,PIPE,12,1951,LEAK,225066,PRESSURE DID NOT EXCEED MOP,NO,NO,YES,OTHER INCIDENT CAUSE,UNKNOWN,2021,70
71,20210288,CRIMSON PIPELINE L.P.,8/20/2021,35.100922,-119.38289,CRUDE OIL,0.15,NO,NO,NO,NO,NO,ONSHORE,UNDERGROUND,36,VALVE,,,LEAK,21100,PRESSURE DID NOT EXCEED MOP,NO,,NO,OTHER INCIDENT CAUSE,MISCELLANEOUS,2021,
72,20210265,"CRESCENT MIDSTREAM, LLC",8/20/2021,28.453569,-91.456368,CRUDE OIL,0.34,NO,NO,NO,NO,NO,OFFSHORE,,,OTHER,,,OVERFILL OR OVERFLOW,225,PRESSURE DID NOT EXCEED MOP,NO,NO,YES,INCORRECT OPERATION,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW",2021,
73,20210264,"DELEK CRUDE LOGISTICS, LLC.",8/19/2021,33.056797,-96.01085,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,562,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,36,PIPE,6,1961,LEAK,1695000,PRESSURE DID NOT EXCEED MOP,NO,,NO,CORROSION FAILURE,EXTERNAL CORROSION,2021,60
74,20210263,SUNOCO PIPELINE L.P.,8/18/2021,41.793332,-83.508147,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1151.9,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,AUXILIARY PIPING (E.G. DRAIN LINES),,2021,OTHER,254627,PRESSURE DID NOT EXCEED MOP,YES,YES,YES,OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION",2021,0
75,20210260,ENTERPRISE PRODUCTS OPERATING LLC,8/17/2021,35.84816,-101.43227,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,TUBING,,2019,LEAK,360,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,2021,2
76,20210261,SUNOCO PARTNERS MARKETING & TERMINALS LP,8/17/2021,29.99777778,-93.9897222,CRUDE OIL,0.1,NO,YES,NO,YES,NO,ONSHORE,ABOVEGROUND,,OTHER,,2021,OTHER,17686,PRESSURE DID NOT EXCEED MOP,NO,,NO,INCORRECT OPERATION,WRONG EQUIPMENT SPECIFIED OR INSTALLED,2021,0
77,20210258,ENTERPRISE PRODUCTS OPERATING LLC,8/17/2021,30.26475,-91.89657,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,500.1,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,PIPE,5,1967,LEAK,126000,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,CORROSION FAILURE,EXTERNAL CORROSION,2021,54
78,20210259,"NOBLE MIDSTREAM SERVICES, LLC",8/16/2021,40.467065,-104.556541,CRUDE OIL,340,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,60,PIPE,12.75,2017,LEAK,1252000,PRESSURE DID NOT EXCEED MOP,NO,,YES,CORROSION FAILURE,INTERNAL CORROSION,2021,4
79,20210255,COX OPERATING LLC,8/14/2021,29.7375,-93.823194,CRUDE OIL,283.8,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,79,PIPE,6.62,1965,LEAK,1893763,PRESSURE DID NOT EXCEED MOP,NO,,YES,CORROSION FAILURE,INTERNAL CORROSION,2021,56
80,20210249,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,8/13/2021,39.40916,-91.43025,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.1,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,54,"WELD, INCLUDING HEAT-AFFECTED ZONE",4.5,1987,LEAK,9857,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",2021,34
81,20210246,INEOS USA LLC,8/13/2021,29.712476,-95.148486,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,586.66,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,120,FLANGE,,,LEAK,135225,PRESSURE DID NOT EXCEED MOP,NO,,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,2021,
82,20210254,ENTERPRISE CRUDE PIPELINE LLC,8/11/2021,29.3652,-94.9161,CRUDE OIL,10,NO,NO,NO,NO,NO,ONSHORE,UNDERGROUND,72,PIPE,24,2015,LEAK,215730,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,CORROSION FAILURE,INTERNAL CORROSION,2021,6
83,20210251,CHEVRON PIPE LINE CO,8/11/2021,40.097706,-108.877068,CO2 (CARBON DIOXIDE),129,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,SCRAPER/PIG TRAP,,1985,LEAK,6130,PRESSURE DID NOT EXCEED MOP,YES,YES,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,2021,36
84,20210242,COLONIAL PIPELINE CO,8/11/2021,29.718597,-95.179549,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.4,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,60,VALVE,,2005,LEAK,224945,PRESSURE DID NOT EXCEED MOP,NO,,NO,EQUIPMENT FAILURE,"FAILURE OF EQUIPMENT BODY (EXCEPT PUMP), TANK PLATE, OR OTHER MATERIAL",2021,16
85,20210252,SASOL CHEMICALS USA LLC,8/10/2021,30.2419608,-93.27514939,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.3,NO,NO,YES,YES,NO,ONSHORE,ABOVEGROUND,,PIPE,4,1970,LEAK,66651,PRESSURE DID NOT EXCEED MOP,,,NO,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR NOT RELATED TO EXCAVATION AND NOT DUE TO MOTORIZED VEHICLE/EQUIPMENT DAMAGE,2021,51
86,20210253,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",8/9/2021,47.049767,-93.117102,CRUDE OIL,1,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,6,"WELD, INCLUDING HEAT-AFFECTED ZONE",18,1950,LEAK,488473,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,OTHER INCIDENT CAUSE,UNKNOWN,2021,71
87,20210250,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,8/6/2021,30.025159,-91.105519,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.46,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,48,STOPPLE FITTING,,,LEAK,157783,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,2021,
88,20210248,ENTERPRISE CRUDE PIPELINE LLC,8/5/2021,29.7435,-95.1304,CRUDE OIL,1,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,OTHER,,2021,LEAK,3560,PRESSURE DID NOT EXCEED MOP,,,NO,INCORRECT OPERATION,EQUIPMENT NOT INSTALLED PROPERLY,2021,0
89,20210247,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",8/2/2021,41.51611,-87.44963,CRUDE OIL,1,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,60,FLANGE,,2012,LEAK,125904,PRESSURE DID NOT EXCEED MOP,NO,,NO,OTHER INCIDENT CAUSE,UNKNOWN,2021,9
90,20210243,PHILLIPS 66 PIPELINE LLC,8/1/2021,35.319996,-97.46143,CRUDE OIL,0.14,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,VALVE,,,LEAK,2881,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,2021,
91,20210245,ENTERPRISE PRODUCTS OPERATING LLC,7/31/2021,28.00629543,-97.46341141,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1240.1,NO,NO,YES,YES,NO,ONSHORE,UNDERGROUND,48,PIPE,6.625,1956,LEAK,51076,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,CORROSION FAILURE,EXTERNAL CORROSION,2021,65
92,20210244,ENTERPRISE PRODUCTS OPERATING LLC,7/31/2021,29.681511,-95.015397,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,210,NO,NO,YES,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,VALVE,,,OTHER,17000,"PRESSURE EXCEEDED MOP, BUT DID NOT EXCEED 110% OF MOP",NO,,NO,INCORRECT OPERATION,PIPELINE OR EQUIPMENT OVERPRESSURED,2021,
93,20210238,"WILLIAMS OLEFINS FEEDSTOCK PIPELINES, LLC",7/27/2021,30.28989,-93.03822,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.4,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,PUMP,,1991,LEAK,100,PRESSURE DID NOT EXCEED MOP,YES,NO,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2021,30
94,20210240,MARATHON PIPE LINE LLC,7/22/2021,42.2080511,-104.5137362,CRUDE OIL,15,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,OTHER,,,LEAK,11466,PRESSURE DID NOT EXCEED MOP,,,YES,INCORRECT OPERATION,WRONG EQUIPMENT SPECIFIED OR INSTALLED,2021,
95,20210241,MARATHON PIPE LINE LLC,7/22/2021,33.77664,-118.2128,CRUDE OIL,0.2,NO,NO,YES,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,TANK/VESSEL,,1955,LEAK,41000,PRESSURE DID NOT EXCEED MOP,NO,,NO,CORROSION FAILURE,INTERNAL CORROSION,2021,66
96,20210237,SUNOCO PIPELINE L.P.,7/21/2021,31.970563,-102.028839,CRUDE OIL,1.5,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,VALVE,,2019,LEAK,3135,PRESSURE DID NOT EXCEED MOP,NO,,NO,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,2021,2
97,20210239,"DELEK MARKETING AND SUPPLY, LP",7/19/2021,32.542931,-99.7656317,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.19,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,PUMP,,2015,LEAK,7050,PRESSURE DID NOT EXCEED MOP,YES,,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2021,6
98,20210236,"ONEOK NGL PIPELINE, LLC",7/18/2021,33.63989,-96.43154,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,22,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,TUBING,,2021,LEAK,1458,PRESSURE DID NOT EXCEED MOP,YES,NO,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2021,0
99,20210226,VALERO TERMINALING AND DISTRIBUTION COMPANY,7/17/2021,29.878372,-94.272042,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.16,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,OTHER,,,LEAK,1001,PRESSURE DID NOT EXCEED MOP,,,NO,CORROSION FAILURE,EXTERNAL CORROSION,2021,
100,20210234,JAYHAWK PIPELINE LLC,7/15/2021,37.139861,-100.569356,CRUDE OIL,2.1,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,PUMP,,2013,LEAK,20630,PRESSURE DID NOT EXCEED MOP,YES,NO,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2021,8
101,20210235,MARATHON PIPE LINE LLC,7/14/2021,40.756442,-87.936894,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1091,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,33,PIPE,12,1958,MECHANICAL PUNCTURE,1159690,PRESSURE DID NOT EXCEED MOP,YES,YES,YES,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,2021,63
102,20210231,SUNOCO PIPELINE L.P.,7/14/2021,41.688046,-83.49545,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.3,NO,NO,NO,NO,NO,ONSHORE,UNDERGROUND,48,"WELD, INCLUDING HEAT-AFFECTED ZONE",6,1932,LEAK,120016,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",2021,89
103,20210233,ENTERPRISE PRODUCTS OPERATING LLC,7/13/2021,29.679391,-95.225805,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,3,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,PIPE,6,,LEAK,267320,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,2021,
104,20210229,EXPLORER PIPELINE CO,7/13/2021,32.921791,-97.11593,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.1,NO,NO,NO,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,"WELD, INCLUDING HEAT-AFFECTED ZONE",,1971,LEAK,100005,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,OTHER INCIDENT CAUSE,UNKNOWN,2021,50
105,20210230,ENTERPRISE PRODUCTS OPERATING LLC,7/12/2021,41.766608,-90.677566,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.59,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,40,PIPE,8,1967,LEAK,23561,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,MATERIAL FAILURE OF PIPE OR WELD,ORIGINAL MANUFACTURING-RELATED (NOT GIRTH WELD OR OTHER WELDS FORMED IN THE FIELD),2021,54
106,20210225,VALERO PARTNERS OPERATING CO. LLC,7/12/2021,36.273386,-100.812822,CRUDE OIL,0.92,NO,NO,NO,NO,NO,ONSHORE,UNDERGROUND,32,RELIEF LINE,,2011,LEAK,13248,PRESSURE DID NOT EXCEED MOP,,,NO,CORROSION FAILURE,INTERNAL CORROSION,2021,10
107,20210227,SUNOCO PIPELINE L.P.,7/12/2021,29.989484,-94.005083,CRUDE OIL,0.5,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,SUMP/SEPARATOR,,2015,OVERFILL OR OVERFLOW,2460,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,INCORRECT OPERATION,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW",2021,6
108,20210232,"EXPRESS HOLDINGS (USA), LLC",7/12/2021,39.411183,-92.846158,CRUDE OIL,47.5,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,METER/PROVER,,1983,LEAK,809068,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,CORROSION FAILURE,INTERNAL CORROSION,2021,38
109,20210223,SINCLAIR TRANSPORTATION COMPANY,7/11/2021,39.363849,-93.459683,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.83,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,PUMP,,,LEAK,5550,PRESSURE DID NOT EXCEED MOP,YES,,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2021,
110,20210222,ENTERPRISE CRUDE PIPELINE LLC,7/10/2021,29.3488,-94.9391,CRUDE OIL,1,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,VALVE,,1980,LEAK,6450,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,2021,41
111,20210220,KIANTONE PIPELINE CORP,7/8/2021,41.863531,-79.084142,CRUDE OIL,2672,NO,NO,YES,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,TANK/VESSEL,,2016,OVERFILL OR OVERFLOW,994678,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,OTHER INCIDENT CAUSE,MISCELLANEOUS,2021,5
112,20210228,"PLAINS PIPELINE, L.P.",7/7/2021,31.53146,-91.16168999,CRUDE OIL,621,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,AUXILIARY PIPING (E.G. DRAIN LINES),,2003,LEAK,39467,PRESSURE DID NOT EXCEED MOP,YES,YES,NO,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,2021,18
113,20210224,"MAGELLAN TERMINALS HOLDINGS, LP",7/7/2021,29.743857,-95.200509,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,VALVE,,2008,OTHER,1000,PRESSURE DID NOT EXCEED MOP,,,NO,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,2021,13
114,20210221,MARATHON PIPE LINE LLC,7/6/2021,37.947553,-84.495368,CRUDE OIL,89,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,47,VALVE,,2012,LEAK,210014,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,CORROSION FAILURE,INTERNAL CORROSION,2021,9
115,20210219,CENTURION PIPELINE L.P.,7/5/2021,32.005423,-102.04081,CRUDE OIL,4,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,PUMP,,,LEAK,2998,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2021,
116,20210215,"BUCKEYE PARTNERS, LP",7/3/2021,40.519369,-75.53421,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.2,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,AUXILIARY PIPING (E.G. DRAIN LINES),,2021,LEAK,15816,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,2021,0
117,20210216,ENBRIDGE STORAGE (CUSHING) L.L.C.,7/2/2021,35.958902,-96.753343,CRUDE OIL,1.5,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,28,PIPE,24,,LEAK,26255,PRESSURE DID NOT EXCEED MOP,NO,,NO,CORROSION FAILURE,INTERNAL CORROSION,2021,
118,20210214,"MARKWEST LIBERTY NGL PIPELINE, L.L.C.",6/30/2021,39.95934,-80.52045,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,2.5,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,FLANGE,,2020,LEAK,159104,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,NATURAL FORCE DAMAGE,LIGHTNING,2021,1
119,20210218,"FIELDWOOD ENERGY, LLC",6/30/2021,29.20111,-89.043611,CRUDE OIL,0.12,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,PIPE,4,,LEAK,94008,PRESSURE DID NOT EXCEED MOP,NO,,NO,CORROSION FAILURE,EXTERNAL CORROSION,2021,
120,20210217,"MAGELLAN CRUDE OIL PIPELINE COMPANY, L.P.",6/29/2021,29.793063,-95.281275,CRUDE OIL,3,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,PIPE,36,2016,LEAK,14210,PRESSURE DID NOT EXCEED MOP,NO,,NO,CORROSION FAILURE,INTERNAL CORROSION,2021,5
121,20210190,LAMBDA ENERGY GATHERING LLC,6/28/2021,44.413111,-85.120054,CRUDE OIL,38.57,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,PIPE,16,,LEAK,124250,PRESSURE DID NOT EXCEED MOP,NO,,YES,CORROSION FAILURE,INTERNAL CORROSION,2021,
122,20210212,NORTH DAKOTA PIPELINE COMPANY LLC,6/22/2021,48.269973,-103.734157,CRUDE OIL,0.1,NO,NO,NO,YES,NO,ONSHORE,UNDERGROUND,56,PIPE,8,1983,OTHER,770000,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,OTHER INCIDENT CAUSE,UNKNOWN,2021,38
123,20210213,WILLIAMS FIELD SERVICES,6/21/2021,40.154797,-80.3574,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,10.8,NO,NO,YES,YES,NO,ONSHORE,ABOVEGROUND,,TUBING,,2013,LEAK,79206,PRESSURE DID NOT EXCEED MOP,YES,NO,NO,NATURAL FORCE DAMAGE,LIGHTNING,2021,8
124,20210205,SUNOCO PARTNERS MARKETING & TERMINALS LP,6/21/2021,29.99166667,-93.99638889,CRUDE OIL,114,NO,NO,NO,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,TANK/VESSEL,,1956,LEAK,26750,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,CORROSION FAILURE,INTERNAL CORROSION,2021,65
125,20210210,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,6/21/2021,34.68844,-92.04512,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,2.37,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,48,STOPPLE FITTING,,1970,LEAK,95706,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,"FAILURE OF EQUIPMENT BODY (EXCEPT PUMP), TANK PLATE, OR OTHER MATERIAL",2021,51
126,20210211,"MAGELLAN PIPELINE COMPANY, LP",6/21/2021,29.794134,-95.285272,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.48,NO,NO,NO,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,TANK/VESSEL,,2012,LEAK,207054,PRESSURE DID NOT EXCEED MOP,NO,,NO,EQUIPMENT FAILURE,"FAILURE OF EQUIPMENT BODY (EXCEPT PUMP), TANK PLATE, OR OTHER MATERIAL",2021,9
127,20210209,"EQUISTAR CHEMICALS, L.P.",6/21/2021,27.80042,-97.489129,CRUDE OIL,7,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,84,PIPE,10.75,1979,LEAK,947000,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,CORROSION FAILURE,INTERNAL CORROSION,2021,42
128,20210197,SUNOCO PIPELINE L.P.,6/17/2021,32.071052,-96.464096,CRUDE OIL,3,NO,NO,NO,NO,NO,ONSHORE,UNDERGROUND,24,"WELD, INCLUDING HEAT-AFFECTED ZONE",,1953,LEAK,18216,PRESSURE DID NOT EXCEED MOP,,,NO,CORROSION FAILURE,INTERNAL CORROSION,2021,68
129,20210208,"PLAINS MARKETING, L.P.",6/17/2021,35.93799,-96.74562,CRUDE OIL,165,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,54,PIPE,16,2018,LEAK,32480,PRESSURE DID NOT EXCEED MOP,,,NO,OTHER INCIDENT CAUSE,UNKNOWN,2021,3
130,20210203,"MAGELLAN PIPELINE COMPANY, LP",6/16/2021,45.026012,-93.202745,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.76,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,PUMP,,2011,LEAK,40200,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2021,10
131,20210206,"MAGELLAN PIPELINE COMPANY, LP",6/15/2021,32.67449486,-97.61917468,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.4,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,12,"WELD, INCLUDING HEAT-AFFECTED ZONE",12,1949,LEAK,226769,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",2021,72
